"CityName","TownName","VilCode","VilName","NesatAndHaitang","Megi"
"台北市","松山區","6300100-002","莊敬里",120.117453144501,517.963632313138
"台北市","松山區","6300100-003","東榮里",124.762944599787,469.983244444111
"台北市","松山區","6300100-004","三民里",93.6103175416562,441.74846231576
"台北市","松山區","6300100-005","新益里",23.2439393942713,98.0138223373014
"台北市","松山區","6300100-006","富錦里",29.7771276802659,79.8098232959106
"台北市","松山區","6300100-007","新東里",44.3929131499524,110.063665889175
"台北市","松山區","6300100-008","富泰里",37.028174028804,126.206085895443
"台北市","松山區","6300100-009","介壽里",42.2410064732909,175.552155977019
"台北市","松山區","6300100-010","精忠里",49.8808036653548,197.097361328374
"台北市","松山區","6300100-011","東光里",122.524554599787,413.552116661853
"台北市","松山區","6300100-012","龍田里",311.269909994016,574.180862890526
"台北市","松山區","6300100-013","東昌里",47.3568855232991,164.411673399842
"台北市","松山區","6300100-014","東勢里",27.6687691850364,205.53696555315
"台北市","松山區","6300100-015","中華里",31.6073108153808,78.1457815590014
"台北市","松山區","6300100-016","民有里",286.649141073974,271.424689311397
"台北市","松山區","6300100-017","民福里",144.490091922873,321.266930457456
"台北市","松山區","6300100-018","慈祐里",314.395219145685,178.544815331357
"台北市","松山區","6300100-019","安平里",307.044870547073,242.353617515458
"台北市","松山區","6300100-020","鵬程里",35.3471632657056,160.865058427321
"台北市","松山區","6300100-021","自強里",339.659361911287,416.117528356365
"台北市","松山區","6300100-022","吉祥里",248.226570903057,503.566943003037
"台北市","松山區","6300100-024","新聚里",270.033588493495,472.103887434018
"台北市","松山區","6300100-025","復盛里",31.6073108153808,78.9229815590014
"台北市","松山區","6300100-026","中正里",328.750631373184,277.576706235711
"台北市","松山區","6300100-027","中崙里",42.2410064732909,173.47358097702
"台北市","松山區","6300100-028","美仁里",18.5802678310104,133.874031141692
"台北市","松山區","6300100-029","吉仁里",27.5448069214118,159.047698310242
"台北市","松山區","6300100-030","敦化里",40.5128249821007,523.813177523322
"台北市","松山區","6300100-031","復源里",42.2534409272284,165.803456959504
"台北市","松山區","6300100-032","復建里",36.172723278804,182.948839623132
"台北市","松山區","6300100-033","復勢里",35.4999666008204,172.493297795247
"台北市","松山區","6300100-034","福成里",20.8080160883194,131.758617044981
"台北市","松山區","6300100-035","松基里",40.4428419060234,206.579787702764
"台北市","信義區","6300200-001","西村里",93.6103175416562,442.27626231576
"台北市","信義區","6300200-002","正和里",36.313967778804,222.857776116484
"台北市","信義區","6300200-003","興隆里",34.2752065675792,158.600095584476
"台北市","信義區","6300200-004","中興里",39.7575057932067,157.799909758223
"台北市","信義區","6300200-005","新仁里",20.5833124568645,200.145248652721
"台北市","信義區","6300200-006","興雅里",31.6073108153808,81.1291806221614
"台北市","信義區","6300200-007","敦厚里",28.5052519711154,60.7576081820657
"台北市","信義區","6300200-008","廣居里",162.320449969398,601.82628104527
"台北市","信義區","6300200-009","安康里",489.846152987205,421.22858072252
"台北市","信義區","6300200-010","六藝里",17.9561304075948,222.630029955962
"台北市","信義區","6300200-011","雅祥里",41.6254816044978,76.1258705386113
"台北市","信義區","6300200-012","五常里",22.9338387516333,165.021210584566
"台北市","信義區","6300200-013","五全里",36.443714028804,119.295689199733
"台北市","信義區","6300200-014","永吉里",19.9784699377812,148.62392319281
"台北市","信義區","6300200-015","長春里",36.0048317623352,234.967256167862
"台北市","信義區","6300200-016","四育里",33.9333481291283,134.714017988672
"台北市","信義區","6300200-017","四維里",44.9594356270768,112.223510041796
"台北市","信義區","6300200-018","永春里",28.3872908074633,168.396005149088
"台北市","信義區","6300200-019","富臺里",243.317685426336,397.417936521895
"台北市","信義區","6300200-020","國業里",122.524554599787,419.962280778394
"台北市","信義區","6300200-021","松隆里",195.745789412314,775.43658182531
"台北市","信義區","6300200-022","松友里",116.752816823436,227.582296726919
"台北市","信義區","6300200-023","松光里",29.7771276802659,83.447743670357
"台北市","信義區","6300200-024","中坡里",141.744251721368,269.327016919312
"台北市","信義區","6300200-025","中行里",177.630095070663,625.678633765905
"台北市","信義區","6300200-026","大道里",42.007552712791,103.676909885857
"台北市","信義區","6300200-027","大仁里",36.3304471469506,176.831751934426
"台北市","信義區","6300200-028","景新里",48.7528286222588,112.28067092519
"台北市","信義區","6300200-029","惠安里",113.340506699435,516.573474392175
"台北市","信義區","6300200-030","三張里",332.688694014891,361.171507780374
"台北市","信義區","6300200-031","三犁里",146.182756756834,368.283384561229
"台北市","信義區","6300200-032","六合里",157.82654137037,819.357121299309
"台北市","信義區","6300200-033","泰和里",228.935415028054,276.246044916719
"台北市","信義區","6300200-034","景聯里",94.5324840697981,155.871393853706
"台北市","信義區","6300200-035","景勤里",136.001446515647,122.591446564069
"台北市","信義區","6300200-036","雙和里",158.713023223491,217.867676542372
"台北市","信義區","6300200-037","嘉興里",36.2566465675792,157.849952269623
"台北市","信義區","6300200-038","黎順里",148.937961233411,208.157889514622
"台北市","信義區","6300200-039","黎平里",160.549929158061,588.166906659192
"台北市","信義區","6300200-040","黎忠里",140.18322631308,323.096501692139
"台北市","信義區","6300200-041","黎安里",202.79400593292,789.482198997375
"台北市","大安區","6300300-001","德安里",42.007552712791,104.165393885587
"台北市","大安區","6300300-002","仁慈里",29.6710476802659,88.8857232184203
"台北市","大安區","6300300-003","和安里",113.048056463159,51.6342479795547
"台北市","大安區","6300300-004","民炤里",241.584509614709,406.565549773874
"台北市","大安區","6300300-005","仁愛里",32.9944008843075,106.678796980135
"台北市","大安區","6300300-006","義村里",41.8713089396127,73.0981495885829
"台北市","大安區","6300300-007","民輝里",60.8146388992863,356.581790631708
"台北市","大安區","6300300-008","昌隆里",35.5928409272284,165.123310292837
"台北市","大安區","6300300-009","誠安里",36.2098941563772,195.110604965762
"台北市","大安區","6300300-010","光武里",205.306861101328,434.541938628934
"台北市","大安區","6300300-011","龍坡里",43.0726032027705,71.0069872306989
"台北市","大安區","6300300-012","龍泉里",36.443714028804,122.537889199733
"台北市","大安區","6300300-013","古風里",40.7506919559698,119.840325353971
"台北市","大安區","6300300-014","古莊里",161.410169035142,260.270374097788
"台北市","大安區","6300300-015","龍安里",395.119174168354,363.348864666175
"台北市","大安區","6300300-016","錦安里",34.736310364253,78.3815889386713
"台北市","大安區","6300300-017","福住里",42.007552712791,103.676909885857
"台北市","大安區","6300300-018","永康里",150.904438827433,207.131931698526
"台北市","大安區","6300300-019","光明里",40.3754075706197,354.107772156132
"台北市","大安區","6300300-020","錦泰里",103.085921847377,147.063332404747
"台北市","大安區","6300300-021","錦華里",44.9594356270768,112.223510041796
"台北市","大安區","6300300-022","龍圖里",120.861747650762,161.794016585755
"台北市","大安區","6300300-023","新龍里",40.5128249821007,527.322272677014
"台北市","大安區","6300300-026","龍陣里",24.7017678306148,743.577322515058
"台北市","大安區","6300300-027","龍雲里",29.6699962874088,126.838558848797
"台北市","大安區","6300300-028","龍生里",104.933889756363,211.663608193103
"台北市","大安區","6300300-029","住安里",96.6170150245383,134.20188042368
"台北市","大安區","6300300-030","義安里",95.0050983987435,171.162879124423
"台北市","大安區","6300300-031","通化里",39.7775625370841,357.039469488263
"台北市","大安區","6300300-032","通安里",104.656223394012,85.0083599275151
"台北市","大安區","6300300-033","臨江里",53.1816651759366,126.782721224861
"台北市","大安區","6300300-034","法治里",36.313967778804,232.357132963984
"台北市","大安區","6300300-035","全安里",36.628663278804,211.109244410207
"台北市","大安區","6300300-036","群賢里",29.8815173354353,90.0084448022803
"台北市","大安區","6300300-037","群英里",122.524554599787,419.962280778394
"台北市","大安區","6300300-038","虎嘯里",101.840697865144,160.675918935274
"台北市","大安區","6300300-039","臥龍里",102.380212640487,90.1230370060037
"台北市","大安區","6300300-040","龍淵里",333.003935653771,215.117782660338
"台北市","大安區","6300300-041","龍門里",26.4774818999643,237.448850737017
"台北市","大安區","6300300-043","大學里",362.153831577797,249.854523511958
"台北市","大安區","6300300-044","芳和里",113.919290621126,198.272943304572
"台北市","大安區","6300300-046","黎元里",99.6754817713638,133.435301766057
"台北市","大安區","6300300-047","黎孝里",116.920268400577,552.754103301183
"台北市","大安區","6300300-048","黎和里",155.298457522862,390.825205036241
"台北市","大安區","6300300-049","建安里",28.5409342003205,109.612045392499
"台北市","大安區","6300300-050","建倫里",40.3236784270768,103.07331020637
"台北市","大安區","6300300-051","敦安里",38.1709207616976,197.200269164577
"台北市","大安區","6300300-052","正聲里",36.313967778804,206.263581234004
"台北市","大安區","6300300-053","敦煌里",104.699321198744,107.737690959543
"台北市","大安區","6300300-054","華聲里",42.2410064732909,176.72723597702
"台北市","大安區","6300300-055","車層里",40.5128249821007,105.978391233724
"台北市","大安區","6300300-056","光信里",130.513967946693,217.48472404081
"台北市","大安區","6300300-057","學府里",196.278868860977,938.252411209057
"台北市","中山區","6300400-001","正守里",22.5163550806383,87.7573801499903
"台北市","中山區","6300400-002","正義里",37.7574588172391,279.520112837483
"台北市","中山區","6300400-003","正得里",27.2429165308556,146.186397083173
"台北市","中山區","6300400-004","民安里",109.334596853366,54.2749331880972
"台北市","中山區","6300400-005","康樂里",38.2607759780195,235.971070180674
"台北市","中山區","6300400-006","中山里",326.553244271297,327.269069190488
"台北市","中山區","6300400-007","聚盛里",34.85368213951,169.211438069116
"台北市","中山區","6300400-008","集英里",205.306861101328,434.541938628934
"台北市","中山區","6300400-009","聚葉里",94.3589395257927,121.736744198106
"台北市","中山區","6300400-010","恆安里",40.5128249821007,164.500006945609
"台北市","中山區","6300400-011","晴光里",65.0814148082445,504.123485929289
"台北市","中山區","6300400-012","圓山里",130.246986239201,135.233547098049
"台北市","中山區","6300400-013","劍潭里",100.067008579397,118.83759246075
"台北市","中山區","6300400-014","大直里",390.876922174421,376.368079366535
"台北市","中山區","6300400-015","成功里",122.524554599787,414.285816661853
"台北市","中山區","6300400-016","永安里",375.786672450746,405.414290313068
"台北市","中山區","6300400-017","大佳里",213.147614641753,430.296559805713
"台北市","中山區","6300400-018","新喜里",102.355218398743,125.202989357813
