"CityName","TownName","VilCode","VilName","NesatAndHaitang","Megi"
"台北市","松山區","6300100-002","莊敬里",132.724168083216,489.827568482137
"台北市","松山區","6300100-003","東榮里",136.571391788629,262.722370426159
"台北市","松山區","6300100-004","三民里",112.019083005389,238.242440943272
"台北市","松山區","6300100-005","新益里",9.05510577039933,100.945806070929
"台北市","松山區","6300100-006","富錦里",14.837274948172,55.9789078570425
"台北市","松山區","6300100-007","新東里",17.8033039081035,79.366708038606
"台北市","松山區","6300100-008","富泰里",14.6407043014239,71.04859169423
"台北市","松山區","6300100-009","介壽里",13.2542376907408,107.46632644574
"台北市","松山區","6300100-010","精忠里",20.8842159949914,239.096884556517
"台北市","松山區","6300100-011","東光里",132.971041788629,235.094570615742
"台北市","松山區","6300100-012","龍田里",402.665302785329,603.620912045132
"台北市","松山區","6300100-013","東昌里",13.5396116575156,75.0048237195163
"台北市","松山區","6300100-014","東勢里",9.25300690094583,200.008967180488
"台北市","松山區","6300100-015","中華里",18.3401705933086,62.5357580535235
"台北市","松山區","6300100-016","民有里",335.381834553127,229.42527607403
"台北市","松山區","6300100-017","民福里",138.068767575458,354.442563641376
"台北市","松山區","6300100-018","慈祐里",403.249009291237,164.073210745577
"台北市","松山區","6300100-019","安平里",361.439395743301,212.782113397904
"台北市","松山區","6300100-020","鵬程里",31.4585566043443,227.759480534473
"台北市","松山區","6300100-021","自強里",444.336746104593,352.664457350427
"台北市","松山區","6300100-022","吉祥里",249.407907980138,637.006247364468
"台北市","松山區","6300100-024","新聚里",306.431750114567,301.455762955425
"台北市","松山區","6300100-025","復盛里",18.3401705933086,63.0469772719143
"台北市","松山區","6300100-026","中正里",449.295341467841,188.930569244126
"台北市","松山區","6300100-027","中崙里",13.2542376907408,107.46632644574
"台北市","松山區","6300100-028","美仁里",8.16467522677842,81.5108621274258
"台北市","松山區","6300100-029","吉仁里",9.43683376225446,92.4377136579908
"台北市","松山區","6300100-030","敦化里",22.4743707994412,219.981805516721
"台北市","松山區","6300100-031","復源里",17.1291496045394,77.1957829891911
"台北市","松山區","6300100-032","復建里",13.4477643574074,97.2391967452522
"台北市","松山區","6300100-033","復勢里",34.6824560780285,233.197238635368
"台北市","松山區","6300100-034","福成里",9.23598474021379,77.2874927343617
"台北市","松山區","6300100-035","松基里",13.2874182660288,133.634041620955
"台北市","信義區","6300200-001","西村里",116.612683005389,253.105629988307
"台北市","信義區","6300200-002","正和里",14.5153662145503,155.524197843658
"台北市","信義區","6300200-003","興隆里",14.2756421085776,75.9388815513665
"台北市","信義區","6300200-004","中興里",9.43683376225445,110.714460869887
"台北市","信義區","6300200-005","新仁里",12.8268537058145,242.627601910929
"台北市","信義區","6300200-006","興雅里",18.3401705933086,62.9588995674647
"台北市","信義區","6300200-007","敦厚里",25.3124590035698,78.3200542501038
"台北市","信義區","6300200-008","廣居里",179.365944661619,469.844197826771
"台北市","信義區","6300200-009","安康里",593.706446855134,245.1132049493
"台北市","信義區","6300200-010","六藝里",12.2821826446638,237.171538325632
"台北市","信義區","6300200-011","雅祥里",31.089863452617,84.8697988905007
"台北市","信義區","6300200-012","五常里",10.235471041285,125.964989484513
"台北市","信義區","6300200-013","五全里",29.926604301424,71.5932231884828
