"CityName","TownName","VilCode","VilName","NesatAndHaitang","Megi"
"台北市","松山區","6300100-002","莊敬里",0,0
"台北市","松山區","6300100-003","東榮里",0,0
"台北市","松山區","6300100-004","三民里",0,0
"台北市","松山區","6300100-005","新益里",0,0
"台北市","松山區","6300100-006","富錦里",0,0
"台北市","松山區","6300100-007","新東里",0,0
"台北市","松山區","6300100-008","富泰里",0,0
"台北市","松山區","6300100-009","介壽里",14.1885771888521,126.599715749854
"台北市","松山區","6300100-010","精忠里",21.9088386559038,210.009293866703
"台北市","松山區","6300100-011","東光里",0,0
"台北市","松山區","6300100-012","龍田里",0,0
"台北市","松山區","6300100-013","東昌里",0,0
"台北市","松山區","6300100-014","東勢里",0,0
"台北市","松山區","6300100-015","中華里",0,0
"台北市","松山區","6300100-016","民有里",0,0
"台北市","松山區","6300100-017","民福里",126.653350862651,364.922608314919
"台北市","松山區","6300100-018","慈祐里",0,0
"台北市","松山區","6300100-019","安平里",0,0
"台北市","松山區","6300100-020","鵬程里",0,0
"台北市","松山區","6300100-021","自強里",0,0
"台北市","松山區","6300100-022","吉祥里",0,0
"台北市","松山區","6300100-024","新聚里",0,0
"台北市","松山區","6300100-025","復盛里",0,0
"台北市","松山區","6300100-026","中正里",0,0
"台北市","松山區","6300100-027","中崙里",0,0
"台北市","松山區","6300100-028","美仁里",9.31557963693202,82.5673884471183
"台北市","松山區","6300100-029","吉仁里",0,0
"台北市","松山區","6300100-030","敦化里",0,0
"台北市","松山區","6300100-031","復源里",0,0
"台北市","松山區","6300100-032","復建里",0,0
"台北市","松山區","6300100-033","復勢里",0,0
"台北市","松山區","6300100-034","福成里",0,0
"台北市","松山區","6300100-035","松基里",0,0
"台北市","信義區","6300200-001","西村里",102.17282576704,237.172457948948
"台北市","信義區","6300200-002","正和里",13.7348048410909,143.899843554971
"台北市","信義區","6300200-003","興隆里",0,0
"台北市","信義區","6300200-004","中興里",0,0
"台北市","信義區","6300200-005","新仁里",0,0
"台北市","信義區","6300200-006","興雅里",13.0031746050386,63.8562651614196
"台北市","信義區","6300200-007","敦厚里",0,0
"台北市","信義區","6300200-008","廣居里",163.595663072046,376.176859115039
"台北市","信義區","6300200-009","安康里",586.512105038791,244.053299104688
"台北市","信義區","6300200-010","六藝里",0,0
"台北市","信義區","6300200-011","雅祥里",0,0
"台北市","信義區","6300200-012","五常里",0,0
"台北市","信義區","6300200-013","五全里",0,0
"台北市","信義區","6300200-014","永吉里",11.9463201616383,145.275488406986
"台北市","信義區","6300200-015","長春里",0,0
"台北市","信義區","6300200-016","四育里",17.1492353783018,141.923509533796
"台北市","信義區","6300200-017","四維里",0,0
"台北市","信義區","6300200-018","永春里",12.1500501936501,120.871498703158
"台北市","信義區","6300200-019","富臺里",13.7348048410909,112.499953360208
"台北市","信義區","6300200-020","國業里",0,0
"台北市","信義區","6300200-021","松隆里",184.464161521464,715.260142910624
"台北市","信義區","6300200-022","松友里",141.18209918049,226.843166297064
"台北市","信義區","6300200-023","松光里",0,0
"台北市","信義區","6300200-024","中坡里",157.49204183851,270.043404012963
"台北市","信義區","6300200-025","中行里",228.242918471829,636.151958364808
"台北市","信義區","6300200-026","大道里",0,0
"台北市","信義區","6300200-027","大仁里",14.1885771888521,129.937681121644
"台北市","信義區","6300200-028","景新里",0,0
"台北市","信義區","6300200-029","惠安里",133.1725171012,558.399700439916
"台北市","信義區","6300200-030","三張里",422.91057176257,416.271059468375
"台北市","信義區","6300200-031","三犁里",167.411618936962,460.11500480119
"台北市","信義區","6300200-032","六合里",183.831114946617,965.8819043244
"台北市","信義區","6300200-033","泰和里",0,0
"台北市","信義區","6300200-034","景聯里",0,0
"台北市","信義區","6300200-035","景勤里",0,0
"台北市","信義區","6300200-036","雙和里",151.203623497642,193.224863710888
"台北市","信義區","6300200-037","嘉興里",0,0
"台北市","信義區","6300200-038","黎順里",161.418908144376,248.726383818758
"台北市","信義區","6300200-039","黎平里",153.57472310847,506.547975280275
"台北市","信義區","6300200-040","黎忠里",141.651116159354,394.094611596893
"台北市","信義區","6300200-041","黎安里",0,0
"台北市","大安區","6300300-001","德安里",0,0
"台北市","大安區","6300300-002","仁慈里",0,0
"台北市","大安區","6300300-003","和安里",0,0
"台北市","大安區","6300300-004","民炤里",0,0
"台北市","大安區","6300300-005","仁愛里",0,0
"台北市","大安區","6300300-006","義村里",0,0
"台北市","大安區","6300300-007","民輝里",0,0
"台北市","大安區","6300300-008","昌隆里",0,0
"台北市","大安區","6300300-009","誠安里",0,0
"台北市","大安區","6300300-010","光武里",200.535859371011,308.09496988511
"台北市","大安區","6300300-011","龍坡里",0,0
"台北市","大安區","6300300-012","龍泉里",15.3409252520498,68.7355500610458
"台北市","大安區","6300300-013","古風里",40.236209828719,146.704371824651
"台北市","大安區","6300300-014","古莊里",153.118901255368,224.996189897449
"台北市","大安區","6300300-015","龍安里",0,0
"台北市","大安區","6300300-016","錦安里",0,0
"台北市","大安區","6300300-017","福住里",0,0
"台北市","大安區","6300300-018","永康里",0,0
"台北市","大安區","6300300-019","光明里",0,0
"台北市","大安區","6300300-020","錦泰里",0,0
"台北市","大安區","6300300-021","錦華里",0,0
"台北市","大安區","6300300-022","龍圖里",0,0
"台北市","大安區","6300300-023","新龍里",0,0
"台北市","大安區","6300300-026","龍陣里",0,0
"台北市","大安區","6300300-027","龍雲里",0,0
"台北市","大安區","6300300-028","龍生里",0,0
"台北市","大安區","6300300-029","住安里",0,0
"台北市","大安區","6300300-030","義安里",75.6121991343057,109.215600473961
"台北市","大安區","6300300-031","通化里",0,0
"台北市","大安區","6300300-032","通安里",0,0
"台北市","大安區","6300300-033","臨江里",0,0
"台北市","大安區","6300300-034","法治里",0,0
"台北市","大安區","6300300-035","全安里",0,0
"台北市","大安區","6300300-036","群賢里",12.9923917478957,96.9772018596351
"台北市","大安區","6300300-037","群英里",0,0
"台北市","大安區","6300300-038","虎嘯里",0,0
"台北市","大安區","6300300-039","臥龍里",0,0
"台北市","大安區","6300300-040","龍淵里",0,0
"台北市","大安區","6300300-041","龍門里",0,0
"台北市","大安區","6300300-043","大學里",400.784464464707,201.849203646211
"台北市","大安區","6300300-044","芳和里",0,0
"台北市","大安區","6300300-046","黎元里",90.0389715893779,121.333638567384
"台北市","大安區","6300300-047","黎孝里",0,0
"台北市","大安區","6300300-048","黎和里",206.906671645628,367.223390059827
"台北市","大安區","6300300-049","建安里",0,0
"台北市","大安區","6300300-050","建倫里",0,0
"台北市","大安區","6300300-051","敦安里",16.2771183442084,178.657579561005
"台北市","大安區","6300300-052","正聲里",0,0
"台北市","大安區","6300300-053","敦煌里",0,0
"台北市","大安區","6300300-054","華聲里",14.1885771888521,127.789946052885
"台北市","大安區","6300300-055","車層里",14.4211142135183,72.8484428760531
"台北市","大安區","6300300-056","光信里",0,0
"台北市","大安區","6300300-057","學府里",186.318421204597,881.042645249116
"台北市","中山區","6300400-001","正守里",10.3688901616383,140.168039174912
"台北市","中山區","6300400-002","正義里",23.125014548595,247.435598429294
"台北市","中山區","6300400-003","正得里",14.0685208783018,144.401632438619
"台北市","中山區","6300400-004","民安里",90.3001306435226,54.1860469192015
"台北市","中山區","6300400-005","康樂里",10.1278809106444,195.145626184549
"台北市","中山區","6300400-006","中山里",383.847353617932,413.813273884858
"台北市","中山區","6300400-007","聚盛里",17.7318964714206,183.315959290768
"台北市","中山區","6300400-008","集英里",200.535859371011,308.09496988511
"台北市","中山區","6300400-009","聚葉里",72.8974328161239,76.310889889804
"台北市","中山區","6300400-010","恆安里",0,0
"台北市","中山區","6300400-011","晴光里",0,0
"台北市","中山區","6300400-012","圓山里",0,0
"台北市","中山區","6300400-013","劍潭里",96.5804522978705,77.9940720013759
"台北市","中山區","6300400-014","大直里",486.782045090998,229.65191691362
"台北市","中山區","6300400-015","成功里",118.952096940083,209.233231944753
"台北市","中山區","6300400-016","永安里",522.038785837492,209.522979848897
"台北市","中山區","6300400-017","大佳里",0,0
"台北市","中山區","6300400-018","新喜里",0,0
"台北市","中山區","6300400-019","新庄里",0,0
"台北市","中山區","6300400-020","新福里",35.0963120027492,68.4290291679419
"台北市","中山區","6300400-021","松江里",0,0
"台北市","中山區","6300400-022","新生里",15.3092305253922,71.0193718842735
"台北市","中山區","6300400-023","中庄里",18.7679717135183,60.0160205847554
"台北市","中山區","6300400-024","行政里",0,0
"台北市","中山區","6300400-025","行仁里",0,0
"台北市","中山區","6300400-026","行孝里",10.983881855697,134.983404249706
"台北市","中山區","6300400-027","下埤里",118.952096940083,252.132077319799
"台北市","中山區","6300400-028","江寧里",0,0
"台北市","中山區","6300400-029","江山里",0,0
"台北市","中山區","6300400-030","中吉里",18.5235542135183,59.9713467752316
"台北市","中山區","6300400-031","中原里",0,0
"台北市","中山區","6300400-032","興亞里",70.8843177775925,69.3231661558029
"台北市","中山區","6300400-033","中央里",0,0
"台北市","中山區","6300400-034","朱馥里",33.1369388176298,176.662697456897
"台北市","中山區","6300400-035","龍洲里",0,0
"台北市","中山區","6300400-036","朱園里",27.558768784609,101.677858695596
"台北市","中山區","6300400-037","埤頭里",0,0
"台北市","中山區","6300400-038","朱崙里",12.4083133763686,84.0937224177065
"台北市","中山區","6300400-039","力行里",91.5192893947696,240.715662175474
"台北市","中山區","6300400-040","復華里",0,0
"台北市","中山區","6300400-041","金泰里",0,0
"台北市","中山區","6300400-042","北安里",20.1042883960794,114.068662897666
"台北市","中正區","6300500-001","水源里",0,0
"台北市","中正區","6300500-002","富水里",0,0
"台北市","中正區","6300500-003","文盛里",0,0
"台北市","中正區","6300500-004","林興里",0,0
"台北市","中正區","6300500-005","河堤里",0,0
"台北市","中正區","6300500-006","頂東里",0,0
"台北市","中正區","6300500-007","網溪里",0,0
"台北市","中正區","6300500-008","板溪里",0,0
"台北市","中正區","6300500-009","螢圃里",0,0
"台北市","中正區","6300500-010","螢雪里",0,0
"台北市","中正區","6300500-011","永功里",0,0
"台北市","中正區","6300500-012","永昌里",0,0
"台北市","中正區","6300500-013","龍興里",0,0
"台北市","中正區","6300500-014","忠勤里",114.427387655336,412.848755363919
"台北市","中正區","6300500-015","廈安里",0,0
"台北市","中正區","6300500-016","愛國里",0,0
"台北市","中正區","6300500-017","南門里",0,0
